"DTXSID","name","product_name","general_category","product_type","minimum_weight_fraction","maximum_weight_fraction","reported_functional_use","harmonized_medium","reported_species","description","detected"
"DTXSID2021995","usgs_surfacewater","off insect replellent ii",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","off! skintasatic",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off! skintastic",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","off! skintastic ii",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","off! skintastic_46500",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","outdoorsman formula ticks-off_ 19-5002",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","personal insect repellent",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","pump spray deep woods off!_ 11850-6",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","Repel Insect Repellent Sportsmen Max Formula 40% DEET",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,9
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,41
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,80
"DTXSID2021995","usgs_surfacewater","repel lotion 20 ipf insect block_15 spf sunblock_1200",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,20
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"active ingredient","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","drinking water",NA,"products for repelling insects from skin",9
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","groundwater",NA,"products for repelling insects from skin",41
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","surface water",NA,"products for repelling insects from skin",80
"DTXSID2021995","usgs_surfacewater","spf 15 sunsect sunscreen insect repellent","Pesticides","insect repellent - skin",NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,"products for repelling insects from skin",20
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,18
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,82
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,160
"DTXSID2021995","usgs_surfacewater","sunsect lotion (spf 15)",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,40
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","drinking water",NA,NA,81
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","groundwater",NA,NA,369
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","surface water",NA,NA,720
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"active ingredient","wastewater (influent, effluent)",NA,NA,180
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","drinking water",NA,NA,81
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","groundwater",NA,NA,369
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","surface water",NA,NA,720
"DTXSID2021995","usgs_surfacewater","z-repel_ 2202",NA,NA,NA,NA,"SKINPROTECTING","wastewater (influent, effluent)",NA,NA,180
"DTXSID1020855","ip_chem_lakes"," organophosphorous pesticides mixture_ us-119",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_lakes","cr8141-1m special organophosphorous mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_lakes","cr8141-1m special organophosphorous mixture-",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_lakes","opp-8140m organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_lakes","ps-94 methyl parathion_ 99% pure",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_lakes","spm-824 organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_lakes","us-119 organophosphorous pesticides mixture 2000 ug/ml in",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,650
"DTXSID1020855","ip_chem_rivers"," organophosphorous pesticides mixture_ us-119",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","ip_chem_rivers","cr8141-1m special organophosphorous mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","ip_chem_rivers","cr8141-1m special organophosphorous mixture-",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","ip_chem_rivers","opp-8140m organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","ip_chem_rivers","ps-94 methyl parathion_ 99% pure",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","ip_chem_rivers","spm-824 organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","ip_chem_rivers","us-119 organophosphorous pesticides mixture 2000 ug/ml in",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,7190
"DTXSID1020855","usgs_groundwater"," organophosphorous pesticides mixture_ us-119",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_groundwater","cr8141-1m special organophosphorous mixture",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_groundwater","cr8141-1m special organophosphorous mixture-",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_groundwater","opp-8140m organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_groundwater","ps-94 methyl parathion_ 99% pure",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_groundwater","spm-824 organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_groundwater","us-119 organophosphorous pesticides mixture 2000 ug/ml in",NA,NA,NA,NA,"FLAME.RETARDANT","groundwater",NA,NA,15
"DTXSID1020855","usgs_sediment"," organophosphorous pesticides mixture_ us-119",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_sediment","cr8141-1m special organophosphorous mixture",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_sediment","cr8141-1m special organophosphorous mixture-",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_sediment","opp-8140m organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_sediment","ps-94 methyl parathion_ 99% pure",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_sediment","spm-824 organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_sediment","us-119 organophosphorous pesticides mixture 2000 ug/ml in",NA,NA,NA,NA,"FLAME.RETARDANT","sediment",NA,NA,106
"DTXSID1020855","usgs_surfacewater"," organophosphorous pesticides mixture_ us-119",NA,NA,NA,NA,"FLAME.RETARDANT","other-environmental",NA,NA,4
"DTXSID1020855","usgs_surfacewater"," organophosphorous pesticides mixture_ us-119",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,64
"DTXSID1020855","usgs_surfacewater","cr8141-1m special organophosphorous mixture",NA,NA,NA,NA,"FLAME.RETARDANT","other-environmental",NA,NA,4
"DTXSID1020855","usgs_surfacewater","cr8141-1m special organophosphorous mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,64
"DTXSID1020855","usgs_surfacewater","cr8141-1m special organophosphorous mixture-",NA,NA,NA,NA,"FLAME.RETARDANT","other-environmental",NA,NA,4
"DTXSID1020855","usgs_surfacewater","cr8141-1m special organophosphorous mixture-",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,64
"DTXSID1020855","usgs_surfacewater","opp-8140m organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","other-environmental",NA,NA,4
"DTXSID1020855","usgs_surfacewater","opp-8140m organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,64
"DTXSID1020855","usgs_surfacewater","ps-94 methyl parathion_ 99% pure",NA,NA,NA,NA,"FLAME.RETARDANT","other-environmental",NA,NA,4
"DTXSID1020855","usgs_surfacewater","ps-94 methyl parathion_ 99% pure",NA,NA,NA,NA,"FLAME.RETARDANT","surface water",NA,NA,64
"DTXSID1020855","usgs_surfacewater","spm-824 organophosphorous pesticides mixture",NA,NA,NA,NA,"FLAME.RETARDANT","other-environmental",NA,NA,4
